Date,Region,Service_Line,Industry,Revenue,Cost,Profit,Quarter
2025-11-12,LATAM,Strategy Consulting,Energy,99766,33647,66119,Q4-2025
2024-06-15,APAC,Tech Implementation,Healthcare,47717,29653,18063,Q2-2024
2025-09-04,APAC,Audit Services,Healthcare,35255,30563,4691,Q3-2025
2025-04-27,Europe,Risk Advisory,Finance,65509,39113,26395,Q2-2025
2025-11-17,LATAM,Risk Advisory,Finance,59913,36120,23792,Q4-2025
2024-09-22,Europe,Strategy Consulting,Retail,28252,10998,17254,Q3-2024
2024-09-17,Europe,Risk Advisory,Finance,39660,24661,14998,Q3-2024
2024-09-17,North America,Tech Implementation,Healthcare,79889,54510,25378,Q3-2024
2025-09-22,APAC,Tech Implementation,Healthcare,75479,56601,18877,Q3-2025
2024-11-16,APAC,Risk Advisory,Government,5290,3691,1598,Q4-2024
2024-02-17,Europe,Risk Advisory,Finance,70067,44466,25600,Q1-2024
2024-05-18,North America,Risk Advisory,Retail,48977,31529,17447,Q2-2024
2024-12-20,APAC,Risk Advisory,Healthcare,8331,5735,2595,Q4-2024
2025-09-14,North America,Risk Advisory,Healthcare,13732,8841,4890,Q3-2025
2024-06-10,LATAM,Strategy Consulting,Government,97281,36703,60577,Q2-2024
2025-05-17,North America,Risk Advisory,Energy,12503,7720,4782,Q2-2025
2025-05-17,North America,Audit Services,Retail,29550,22269,7280,Q2-2025
2024-05-02,North America,Strategy Consulting,Government,41632,13372,28259,Q2-2024
2024-01-04,Europe,Tech Implementation,Government,26415,19627,6787,Q1-2024
2024-08-10,LATAM,Strategy Consulting,Retail,108438,38263,70174,Q3-2024
2024-11-28,Europe,Strategy Consulting,Finance,11253,4324,6928,Q4-2024
2024-06-26,APAC,Risk Advisory,Healthcare,41073,23947,17125,Q2-2024
2025-01-11,North America,Audit Services,Finance,63296,54955,8340,Q1-2025
2025-09-18,North America,Audit Services,Retail,43964,38808,5156,Q3-2025
2025-10-06,Europe,Strategy Consulting,Government,73389,35331,38057,Q4-2025
2025-11-05,LATAM,Tech Implementation,Healthcare,33117,19209,13907,Q4-2025
2025-07-21,Europe,Strategy Consulting,Energy,8934,2715,6218,Q3-2025
2024-06-18,APAC,Tech Implementation,Retail,67101,49283,17817,Q2-2024
2025-10-25,APAC,Strategy Consulting,Retail,51808,22844,28963,Q4-2025
2024-02-08,APAC,Risk Advisory,Government,46468,30397,16070,Q1-2024
2024-07-04,APAC,Audit Services,Healthcare,47057,38406,8651,Q3-2024
2024-11-18,North America,Risk Advisory,Finance,31956,22739,9216,Q4-2024
2025-05-13,Europe,Risk Advisory,Government,29035,17430,11604,Q2-2025
2024-12-12,APAC,Tech Implementation,Healthcare,24141,17710,6430,Q4-2024
2024-05-18,Europe,Audit Services,Finance,48751,37599,11151,Q2-2024
2024-12-04,Europe,Audit Services,Healthcare,21107,16522,4584,Q4-2024
2025-03-19,Europe,Audit Services,Finance,13410,11885,1524,Q1-2025
2025-04-30,Europe,Strategy Consulting,Healthcare,71572,34352,37219,Q2-2025
2025-01-17,North America,Risk Advisory,Government,10894,6480,4413,Q1-2025
2024-05-05,Europe,Risk Advisory,Retail,14534,8911,5622,Q2-2024
2024-01-21,Europe,Audit Services,Finance,26596,23639,2956,Q1-2024
2024-10-18,North America,Tech Implementation,Retail,69477,42504,26972,Q4-2024
2025-11-23,APAC,Tech Implementation,Energy,30406,17448,12957,Q4-2025
2024-03-11,APAC,Strategy Consulting,Retail,22282,8454,13828,Q1-2024
2024-01-01,APAC,Risk Advisory,Energy,75938,50612,25325,Q1-2024
2025-05-27,North America,Strategy Consulting,Government,102564,36051,66512,Q2-2025
2025-06-21,North America,Tech Implementation,Healthcare,41387,24988,16398,Q2-2025
2024-05-16,LATAM,Tech Implementation,Government,77615,52844,24770,Q2-2024
2025-05-16,LATAM,Strategy Consulting,Healthcare,48754,23951,24802,Q2-2025
2024-01-25,Europe,Audit Services,Energy,36736,31357,5378,Q1-2024
2024-10-27,LATAM,Strategy Consulting,Retail,119146,47065,72081,Q4-2024
2025-03-22,APAC,Strategy Consulting,Finance,41125,15113,26012,Q1-2025
2024-06-12,LATAM,Risk Advisory,Retail,74960,48656,26303,Q2-2024
2025-02-26,North America,Strategy Consulting,Healthcare,113820,52013,61806,Q1-2025
2025-04-01,Europe,Tech Implementation,Government,63237,47119,16117,Q2-2025
2024-04-05,LATAM,Audit Services,Finance,57559,48173,9385,Q2-2024
2024-06-05,LATAM,Tech Implementation,Retail,64861,46170,18690,Q2-2024
2025-03-31,North America,Strategy Consulting,Government,69180,33027,36152,Q1-2025
2025-02-10,APAC,Strategy Consulting,Government,96846,41457,55388,Q1-2025
2025-03-30,LATAM,Strategy Consulting,Retail,43758,18172,25585,Q1-2025
2025-06-28,Europe,Strategy Consulting,Government,24052,11946,12105,Q2-2025
2025-06-27,LATAM,Tech Implementation,Government,10559,7912,2646,Q2-2025
2024-09-09,APAC,Audit Services,Government,24322,21576,2746,Q3-2024
2024-07-06,LATAM,Strategy Consulting,Government,94380,38952,55427,Q3-2024
2025-01-28,Europe,Audit Services,Retail,60211,50382,9828,Q1-2025
2025-02-18,APAC,Tech Implementation,Finance,63742,46246,17495,Q1-2025
2024-08-21,North America,Audit Services,Government,36311,27981,8329,Q3-2024
2025-03-16,North America,Risk Advisory,Finance,5868,4392,1475,Q1-2025
2025-10-07,APAC,Tech Implementation,Finance,43269,27297,15971,Q4-2025
2025-02-07,LATAM,Audit Services,Healthcare,14980,13068,1911,Q1-2025
2024-08-30,LATAM,Tech Implementation,Retail,59154,37749,21404,Q3-2024
2025-02-03,Europe,Risk Advisory,Energy,33996,20441,13554,Q1-2025
2024-03-05,APAC,Tech Implementation,Retail,67154,44906,22247,Q1-2024
2025-05-10,Europe,Strategy Consulting,Finance,77191,24377,52814,Q2-2025
2025-10-14,North America,Strategy Consulting,Healthcare,73717,24954,48763,Q4-2025
2024-03-24,Europe,Audit Services,Government,48972,40487,8484,Q1-2024
2024-07-08,North America,Strategy Consulting,Government,80722,26833,53888,Q3-2024
2025-11-30,North America,Strategy Consulting,Finance,118050,53084,64965,Q4-2025
2024-02-03,Europe,Tech Implementation,Energy,69412,41641,27770,Q1-2024
2025-11-10,APAC,Audit Services,Energy,57683,49571,8112,Q4-2025
2024-11-28,LATAM,Strategy Consulting,Energy,103953,49257,54695,Q4-2024
2024-03-08,Europe,Tech Implementation,Healthcare,40629,22708,17920,Q1-2024
2024-07-26,North America,Risk Advisory,Government,5628,3590,2037,Q3-2024
2024-05-08,LATAM,Audit Services,Government,9596,7576,2019,Q2-2024
2024-06-01,APAC,Tech Implementation,Energy,53987,36972,17014,Q2-2024
2024-05-24,North America,Strategy Consulting,Government,27387,11681,15705,Q2-2024
2024-11-15,North America,Audit Services,Energy,14739,11114,3624,Q4-2024
2024-04-25,Europe,Tech Implementation,Healthcare,71812,49017,22794,Q2-2024
2025-03-02,APAC,Risk Advisory,Finance,25459,18766,6692,Q1-2025
2024-07-23,North America,Tech Implementation,Government,22599,15937,6661,Q3-2024
2024-12-28,LATAM,Audit Services,Healthcare,41139,32833,8305,Q4-2024
2025-12-30,Europe,Risk Advisory,Government,10063,7106,2956,Q4-2025
2025-11-20,North America,Tech Implementation,Finance,5770,4231,1538,Q4-2025
2024-11-19,Europe,Audit Services,Government,58345,49611,8733,Q4-2024
2024-11-18,LATAM,Tech Implementation,Finance,8407,5872,2534,Q4-2024
2024-10-01,Europe,Tech Implementation,Energy,22143,15097,7045,Q4-2024
2025-02-08,North America,Strategy Consulting,Retail,117268,52222,65045,Q1-2025
2025-12-23,LATAM,Audit Services,Finance,29454,23947,5507,Q4-2025
2024-08-31,APAC,Audit Services,Finance,27998,22557,5440,Q3-2024
2025-02-22,Europe,Audit Services,Retail,20372,18082,2289,Q1-2025
2025-09-07,APAC,Risk Advisory,Retail,70652,48712,21939,Q3-2025
2024-07-17,APAC,Tech Implementation,Government,52834,38947,13886,Q3-2024
2024-05-28,APAC,Risk Advisory,Finance,51481,36620,14860,Q2-2024
2024-04-21,North America,Tech Implementation,Retail,78826,45294,33531,Q2-2024
2025-11-06,LATAM,Risk Advisory,Retail,48024,28894,19129,Q4-2025
2025-02-25,Europe,Audit Services,Energy,17677,13528,4149,Q1-2025
2024-06-19,APAC,Audit Services,Government,50340,44183,6157,Q2-2024
2025-12-10,LATAM,Tech Implementation,Finance,66798,39970,26827,Q4-2025
2024-04-29,LATAM,Audit Services,Finance,29824,25503,4321,Q2-2024
2024-01-15,North America,Tech Implementation,Energy,73184,53840,19343,Q1-2024
2024-11-20,LATAM,Risk Advisory,Healthcare,54209,34297,19911,Q4-2024
2025-09-13,APAC,Tech Implementation,Healthcare,47437,27461,19975,Q3-2025
2025-05-08,LATAM,Risk Advisory,Government,39255,28993,10261,Q2-2025
2024-03-17,Europe,Tech Implementation,Finance,37187,27112,10074,Q1-2024
2024-01-25,APAC,Audit Services,Energy,42153,32595,9557,Q1-2024
2025-02-01,LATAM,Strategy Consulting,Healthcare,65581,22066,43514,Q1-2025
2025-03-08,APAC,Tech Implementation,Retail,10417,7454,2962,Q1-2025
2025-06-03,APAC,Strategy Consulting,Government,64054,31677,32377,Q2-2025
2025-08-12,APAC,Tech Implementation,Retail,43797,24952,18844,Q3-2025
2024-06-28,North America,Risk Advisory,Retail,37892,27601,10290,Q2-2024
2024-08-20,North America,Strategy Consulting,Energy,31206,13026,18179,Q3-2024
2024-12-12,APAC,Strategy Consulting,Retail,38694,18320,20373,Q4-2024
2025-08-18,LATAM,Tech Implementation,Finance,50081,29034,21046,Q3-2025
2024-05-25,APAC,Risk Advisory,Retail,52628,32720,19907,Q2-2024
2025-12-26,APAC,Tech Implementation,Energy,74700,54977,19722,Q4-2025
2024-06-11,North America,Tech Implementation,Healthcare,8207,4830,3376,Q2-2024
2025-04-03,APAC,Risk Advisory,Retail,18859,12778,6080,Q2-2025
2024-12-28,LATAM,Tech Implementation,Government,42816,30057,12758,Q4-2024
2025-04-25,Europe,Risk Advisory,Energy,76302,43392,32909,Q2-2025
2024-08-27,Europe,Tech Implementation,Healthcare,19055,13484,5570,Q3-2024
2024-07-25,Europe,Audit Services,Energy,24368,20443,3924,Q3-2024
2024-03-04,North America,Risk Advisory,Energy,11392,6502,4889,Q1-2024
2024-04-05,Europe,Audit Services,Energy,33893,27628,6265,Q2-2024
2024-02-12,North America,Strategy Consulting,Healthcare,33420,10029,23390,Q1-2024
2025-02-28,North America,Risk Advisory,Retail,49657,28764,20892,Q1-2025
2024-01-19,APAC,Audit Services,Government,31484,25476,6008,Q1-2024
2025-07-27,North America,Audit Services,Energy,41814,34273,7540,Q3-2025
2024-07-12,APAC,Strategy Consulting,Energy,48799,22903,25895,Q3-2024
2024-01-31,Europe,Strategy Consulting,Government,17893,8932,8960,Q1-2024
2025-08-08,APAC,Tech Implementation,Retail,8142,5816,2325,Q3-2025
2024-04-02,LATAM,Audit Services,Healthcare,38179,28806,9373,Q2-2024
2025-11-21,LATAM,Strategy Consulting,Energy,80352,37794,42557,Q4-2025
2024-06-30,LATAM,Risk Advisory,Retail,14607,9703,4903,Q2-2024
2024-02-14,APAC,Strategy Consulting,Finance,84501,37441,47059,Q1-2024
2024-07-06,LATAM,Tech Implementation,Government,57900,40075,17824,Q3-2024
2024-05-02,APAC,Risk Advisory,Energy,35021,25917,9103,Q2-2024
2025-03-16,APAC,Risk Advisory,Retail,15072,8653,6418,Q1-2025
2024-02-15,LATAM,Risk Advisory,Healthcare,13005,7958,5046,Q1-2024
2025-06-17,North America,Tech Implementation,Healthcare,35235,25216,10018,Q2-2025
2024-08-06,Europe,Strategy Consulting,Government,10960,4581,6379,Q3-2024
2025-01-30,Europe,Strategy Consulting,Finance,41379,13166,28212,Q1-2025
2024-10-11,APAC,Audit Services,Energy,48173,40681,7492,Q4-2024
2025-12-23,LATAM,Tech Implementation,Healthcare,33669,18873,14795,Q4-2025
2024-09-27,APAC,Risk Advisory,Retail,39507,22105,17401,Q3-2024
2025-09-25,North America,Tech Implementation,Healthcare,43848,24436,19411,Q3-2025
2025-11-27,North America,Risk Advisory,Government,64857,43635,21221,Q4-2025
2025-05-20,APAC,Risk Advisory,Energy,68593,46097,22495,Q2-2025
2025-02-20,LATAM,Audit Services,Energy,20104,15465,4639,Q1-2025
2024-06-03,APAC,Risk Advisory,Retail,45510,30604,14905,Q2-2024
2025-09-20,LATAM,Tech Implementation,Healthcare,9973,6832,3140,Q3-2025
2025-06-28,North America,Risk Advisory,Retail,17035,10421,6613,Q2-2025
2024-10-21,North America,Tech Implementation,Retail,27858,17776,10081,Q4-2024
2025-12-15,Europe,Strategy Consulting,Government,92547,33665,58881,Q4-2025
2025-07-21,APAC,Strategy Consulting,Finance,53253,23630,29622,Q3-2025
2025-02-15,LATAM,Audit Services,Energy,23760,20436,3323,Q1-2025
2025-12-18,North America,Audit Services,Finance,29827,23166,6660,Q4-2025
2024-03-18,Europe,Tech Implementation,Healthcare,68882,39354,29527,Q1-2024
2024-09-15,North America,Risk Advisory,Government,36181,21053,15127,Q3-2024
2024-03-21,Europe,Strategy Consulting,Healthcare,44224,14344,29879,Q1-2024
2024-07-17,North America,Tech Implementation,Government,23350,17321,6028,Q3-2024
2024-09-23,Europe,Risk Advisory,Government,55295,30723,24571,Q3-2024
2025-12-25,LATAM,Strategy Consulting,Retail,18946,6153,12793,Q4-2025
2024-02-09,APAC,Audit Services,Government,51761,42908,8853,Q1-2024
2024-03-04,APAC,Tech Implementation,Finance,58467,40384,18082,Q1-2024
2025-08-28,Europe,Strategy Consulting,Finance,23466,7057,16408,Q3-2025
2025-05-22,Europe,Strategy Consulting,Healthcare,7938,3698,4239,Q2-2025
2024-10-30,North America,Strategy Consulting,Government,77355,31422,45932,Q4-2024
2024-02-21,APAC,Tech Implementation,Energy,24900,14584,10315,Q1-2024
2025-11-09,Europe,Strategy Consulting,Healthcare,102067,32152,69915,Q4-2025
2024-07-27,LATAM,Strategy Consulting,Energy,82963,25747,57216,Q3-2024
2025-08-26,LATAM,Audit Services,Finance,13372,10493,2878,Q3-2025
2024-07-05,North America,Risk Advisory,Energy,10357,5779,4577,Q3-2024
2025-12-17,North America,Risk Advisory,Finance,77122,53741,23380,Q4-2025
2025-07-22,North America,Tech Implementation,Retail,46523,32489,14033,Q3-2025
2025-03-01,APAC,Strategy Consulting,Government,14010,5754,8255,Q1-2025
2025-07-21,Europe,Risk Advisory,Healthcare,60766,34068,26697,Q3-2025
2025-07-22,Europe,Tech Implementation,Finance,37810,22531,15278,Q3-2025
2025-05-24,LATAM,Risk Advisory,Retail,28822,17640,11181,Q2-2025
2025-05-24,LATAM,Risk Advisory,Healthcare,68505,42955,25549,Q2-2025
2025-10-14,North America,Strategy Consulting,Healthcare,57535,23273,34261,Q4-2025
2025-11-06,APAC,Strategy Consulting,Energy,46086,14177,31908,Q4-2025
2025-01-26,North America,Risk Advisory,Energy,26019,16425,9593,Q1-2025
2025-08-10,LATAM,Risk Advisory,Finance,26456,19408,7047,Q3-2025
2025-04-11,LATAM,Tech Implementation,Energy,56138,32903,23234,Q2-2025
2025-04-12,LATAM,Risk Advisory,Energy,20394,14648,5745,Q2-2025
2024-02-06,LATAM,Strategy Consulting,Energy,70648,23554,47093,Q1-2024
2025-07-22,LATAM,Risk Advisory,Finance,57249,38402,18846,Q3-2025
2025-06-06,LATAM,Audit Services,Energy,59318,45558,13759,Q2-2025
2024-01-18,North America,Risk Advisory,Government,75637,46582,29054,Q1-2024
2025-02-19,Europe,Tech Implementation,Healthcare,68983,50308,18674,Q1-2025
2024-04-05,LATAM,Audit Services,Finance,21846,18740,3105,Q2-2024
2025-06-24,Europe,Audit Services,Retail,61364,47012,14351,Q2-2025
2025-05-21,APAC,Strategy Consulting,Retail,56382,18355,38026,Q2-2025
2024-07-27,North America,Tech Implementation,Government,6586,4231,2354,Q3-2024
2024-02-12,APAC,Risk Advisory,Energy,37485,24212,13272,Q1-2024
2025-04-10,North America,Tech Implementation,Retail,40605,29669,10935,Q2-2025
2025-11-01,LATAM,Tech Implementation,Energy,55588,38239,17348,Q4-2025
2025-09-09,North America,Risk Advisory,Energy,42405,24008,18396,Q3-2025
2025-11-12,North America,Tech Implementation,Government,71412,51519,19892,Q4-2025
2024-08-21,North America,Risk Advisory,Retail,14593,10452,4140,Q3-2024
2025-08-21,Europe,Audit Services,Finance,16284,13067,3216,Q3-2025
2024-03-13,LATAM,Tech Implementation,Energy,50135,33525,16609,Q1-2024
2024-06-25,LATAM,Audit Services,Retail,60711,53798,6912,Q2-2024
2025-12-17,Europe,Strategy Consulting,Healthcare,114517,50600,63917,Q4-2025
2025-06-30,Europe,Audit Services,Retail,16793,13846,2947,Q2-2025
2025-12-09,North America,Tech Implementation,Energy,69679,40083,29595,Q4-2025
2024-12-29,APAC,Risk Advisory,Finance,13215,7452,5762,Q4-2024
2024-04-18,Europe,Strategy Consulting,Government,18139,8497,9642,Q2-2024
2024-11-09,APAC,Risk Advisory,Retail,55852,37280,18571,Q4-2024
2024-07-14,APAC,Risk Advisory,Energy,15795,10968,4826,Q3-2024
2024-01-24,Europe,Strategy Consulting,Government,29154,10437,18716,Q1-2024
2025-09-15,Europe,Tech Implementation,Finance,44539,33311,11227,Q3-2025
2024-05-26,North America,Tech Implementation,Finance,32997,18531,14465,Q2-2024
2025-10-26,Europe,Risk Advisory,Healthcare,14551,9439,5111,Q4-2025
2024-05-06,Europe,Strategy Consulting,Retail,16978,5584,11394,Q2-2024
2024-04-29,North America,Tech Implementation,Energy,18373,12806,5566,Q2-2024
2025-10-28,Europe,Strategy Consulting,Energy,118762,39254,79508,Q4-2025
2024-06-30,APAC,Tech Implementation,Finance,26606,17113,9492,Q2-2024
2025-02-25,LATAM,Strategy Consulting,Finance,40392,14045,26346,Q1-2025
2024-11-11,North America,Audit Services,Retail,23436,17893,5542,Q4-2024
2025-04-12,APAC,Audit Services,Finance,18681,15201,3480,Q2-2025
2025-06-21,North America,Tech Implementation,Government,44400,30256,14143,Q2-2025
2024-03-25,LATAM,Audit Services,Finance,30447,22981,7465,Q1-2024
2025-07-16,LATAM,Risk Advisory,Energy,76819,50699,26119,Q3-2025
2024-07-27,Europe,Strategy Consulting,Healthcare,39897,15393,24503,Q3-2024
2024-11-04,LATAM,Strategy Consulting,Retail,19969,7884,12084,Q4-2024
2025-01-21,North America,Tech Implementation,Retail,47132,33538,13593,Q1-2025
2024-06-06,APAC,Audit Services,Retail,31964,24303,7660,Q2-2024
2025-09-13,APAC,Tech Implementation,Finance,28983,16985,11997,Q3-2025
2024-01-31,North America,Risk Advisory,Finance,71830,52637,19192,Q1-2024
2025-04-12,Europe,Tech Implementation,Energy,34063,21965,12097,Q2-2025
2024-01-20,APAC,Audit Services,Government,15568,13878,1690,Q1-2024
2024-05-08,Europe,Tech Implementation,Finance,67201,45376,21824,Q2-2024
2025-05-19,APAC,Strategy Consulting,Finance,77932,37244,40687,Q2-2025
2024-12-31,APAC,Risk Advisory,Retail,18578,10803,7774,Q4-2024
2025-09-21,Europe,Tech Implementation,Retail,48749,33936,14812,Q3-2025
2024-04-19,North America,Strategy Consulting,Healthcare,65197,27994,37202,Q2-2024
2025-08-18,North America,Strategy Consulting,Energy,82912,39183,43728,Q3-2025
2024-03-15,North America,Risk Advisory,Healthcare,9017,6120,2896,Q1-2024
2024-10-17,APAC,Tech Implementation,Retail,12758,7805,4952,Q4-2024
2024-04-19,Europe,Tech Implementation,Energy,76890,50016,26873,Q2-2024
2025-06-18,North America,Risk Advisory,Finance,24207,16302,7904,Q2-2025
2024-03-27,Europe,Tech Implementation,Energy,37232,25179,12052,Q1-2024
2025-08-24,Europe,Audit Services,Government,9956,8351,1605,Q3-2025
2024-05-01,Europe,Risk Advisory,Finance,43219,24283,18935,Q2-2024
2025-08-17,APAC,Strategy Consulting,Healthcare,19416,8971,10444,Q3-2025
2025-06-17,Europe,Tech Implementation,Retail,30932,19116,11815,Q2-2025
2025-11-04,LATAM,Tech Implementation,Retail,32500,21141,11358,Q4-2025
2024-09-18,LATAM,Risk Advisory,Healthcare,57047,41869,15177,Q3-2024
2025-08-06,North America,Tech Implementation,Energy,57931,32610,25320,Q3-2025
2025-01-03,Europe,Audit Services,Energy,49968,44915,5052,Q1-2025
2025-02-03,APAC,Risk Advisory,Government,43195,28412,14782,Q1-2025
2024-10-20,LATAM,Strategy Consulting,Retail,73540,35626,37913,Q4-2024
2024-06-07,LATAM,Strategy Consulting,Energy,21219,6951,14267,Q2-2024
2025-04-24,LATAM,Risk Advisory,Retail,77189,45734,31454,Q2-2025
2024-01-24,LATAM,Tech Implementation,Energy,6639,3928,2710,Q1-2024
2025-04-11,LATAM,Audit Services,Finance,41152,32801,8350,Q2-2025
2024-08-17,APAC,Risk Advisory,Finance,45058,26943,18114,Q3-2024
2025-01-15,Europe,Tech Implementation,Healthcare,50920,37105,13814,Q1-2025
2024-06-05,APAC,Risk Advisory,Finance,5213,3604,1608,Q2-2024
2025-09-25,North America,Risk Advisory,Finance,29575,21850,7724,Q3-2025
2024-12-11,LATAM,Audit Services,Government,59159,48688,10470,Q4-2024
2025-09-15,North America,Tech Implementation,Government,59043,40456,18586,Q3-2025
2024-01-02,LATAM,Risk Advisory,Finance,14338,8064,6273,Q1-2024
2024-10-06,Europe,Tech Implementation,Healthcare,64487,43003,21483,Q4-2024
2025-03-16,Europe,Tech Implementation,Energy,8342,5533,2808,Q1-2025
2025-02-10,APAC,Strategy Consulting,Healthcare,44721,21055,23665,Q1-2025
2024-03-29,APAC,Risk Advisory,Government,33618,22670,10947,Q1-2024
2025-01-13,North America,Risk Advisory,Retail,12205,7585,4619,Q1-2025
2024-09-07,Europe,Tech Implementation,Retail,47200,31406,15793,Q3-2024
2024-07-02,LATAM,Tech Implementation,Energy,11853,7260,4592,Q3-2024
2024-11-11,North America,Tech Implementation,Government,66500,43958,22541,Q4-2024
2024-04-16,Europe,Tech Implementation,Retail,5242,3172,2069,Q2-2024
2024-06-11,APAC,Audit Services,Retail,42974,33164,9809,Q2-2024
2024-03-25,North America,Tech Implementation,Healthcare,65783,40595,25187,Q1-2024
2025-01-08,APAC,Audit Services,Energy,58390,47667,10723,Q1-2025
2024-01-29,APAC,Audit Services,Government,19640,15155,4485,Q1-2024
2025-01-06,Europe,Strategy Consulting,Energy,80038,32600,47437,Q1-2025
2024-07-14,Europe,Risk Advisory,Healthcare,60761,36261,24499,Q3-2024
2025-08-25,APAC,Strategy Consulting,Government,34924,15693,19231,Q3-2025
2024-11-06,Europe,Strategy Consulting,Retail,10002,3907,6094,Q4-2024
2025-08-11,APAC,Strategy Consulting,Government,53430,21608,31821,Q3-2025
2025-05-21,North America,Tech Implementation,Healthcare,73105,45347,27757,Q2-2025
2025-02-13,Europe,Strategy Consulting,Government,64215,20305,43909,Q1-2025
2025-01-20,APAC,Tech Implementation,Energy,52265,37101,15163,Q1-2025
2025-04-23,APAC,Strategy Consulting,Energy,11388,5114,6273,Q2-2025
2025-06-23,APAC,Audit Services,Energy,60124,47571,12553,Q2-2025
2025-01-19,APAC,Tech Implementation,Government,35167,24603,10563,Q1-2025
2025-08-08,LATAM,Tech Implementation,Energy,50308,31951,18356,Q3-2025
2024-07-23,Europe,Strategy Consulting,Energy,63060,22081,40978,Q3-2024
2025-01-03,LATAM,Strategy Consulting,Retail,100267,44897,55369,Q1-2025
2024-01-02,Europe,Audit Services,Retail,36753,28380,8373,Q1-2024
2024-04-02,APAC,Strategy Consulting,Healthcare,33861,16786,17074,Q2-2024
2024-05-30,LATAM,Strategy Consulting,Government,28576,10888,17687,Q2-2024
2024-01-03,North America,Tech Implementation,Energy,13633,7948,5684,Q1-2024
2024-12-09,North America,Risk Advisory,Healthcare,54888,41039,13848,Q4-2024
2025-04-23,APAC,Tech Implementation,Energy,33017,19196,13820,Q2-2025
2025-08-22,North America,Risk Advisory,Healthcare,40941,29553,11387,Q3-2025
2024-01-08,APAC,Tech Implementation,Retail,8578,5481,3096,Q1-2024
2024-08-25,LATAM,Strategy Consulting,Retail,84384,36246,48137,Q3-2024
2025-01-27,APAC,Strategy Consulting,Energy,53103,26402,26700,Q1-2025
2025-04-12,LATAM,Strategy Consulting,Healthcare,98188,31913,66274,Q2-2025
2025-09-17,North America,Audit Services,Healthcare,14969,11276,3692,Q3-2025
2025-12-18,APAC,Strategy Consulting,Healthcare,41788,13520,28268,Q4-2025
2024-06-16,LATAM,Tech Implementation,Energy,62039,41571,20467,Q2-2024
2025-12-29,LATAM,Strategy Consulting,Healthcare,33438,13135,20302,Q4-2025
2025-10-26,Europe,Tech Implementation,Energy,66145,42592,23552,Q4-2025
2024-01-25,APAC,Audit Services,Healthcare,23332,19201,4130,Q1-2024
2024-07-03,North America,Audit Services,Government,39767,30419,9347,Q3-2024
2024-02-11,North America,Audit Services,Healthcare,35827,27151,8676,Q1-2024
2024-09-26,APAC,Strategy Consulting,Retail,40978,16768,24210,Q3-2024
2025-04-09,APAC,Tech Implementation,Finance,47861,33325,14535,Q2-2025
2024-09-16,North America,Audit Services,Retail,21488,18788,2700,Q3-2024
2024-08-28,APAC,Tech Implementation,Finance,56137,40926,15210,Q3-2024
2024-10-20,APAC,Strategy Consulting,Energy,105664,51233,54430,Q4-2024
2025-06-12,APAC,Audit Services,Healthcare,45190,34351,10838,Q2-2025
2024-05-22,LATAM,Strategy Consulting,Finance,24394,11426,12967,Q2-2024
2024-04-27,North America,Strategy Consulting,Finance,10111,3120,6991,Q2-2024
2024-07-02,LATAM,Tech Implementation,Finance,40109,23563,16545,Q3-2024
2024-01-30,North America,Risk Advisory,Finance,70117,50682,19434,Q1-2024
2024-01-08,North America,Strategy Consulting,Government,10519,4199,6319,Q1-2024
2024-09-27,APAC,Risk Advisory,Energy,64097,42778,21318,Q3-2024
2025-12-08,North America,Tech Implementation,Government,19817,13466,6350,Q4-2025
2025-08-19,LATAM,Audit Services,Finance,63147,55263,7883,Q3-2025
2025-11-12,Europe,Risk Advisory,Finance,66502,38848,27653,Q4-2025
2024-07-02,LATAM,Strategy Consulting,Government,64461,19464,44996,Q3-2024
2025-03-01,North America,Audit Services,Government,6082,4690,1392,Q1-2025
2025-07-09,Europe,Tech Implementation,Retail,71496,47557,23938,Q3-2025
2025-12-17,LATAM,Risk Advisory,Retail,44117,27726,16390,Q4-2025
2024-03-01,North America,Audit Services,Finance,41070,33613,7456,Q1-2024
2024-07-31,LATAM,Tech Implementation,Healthcare,10434,5742,4691,Q3-2024
2025-02-21,APAC,Strategy Consulting,Government,117184,53911,63273,Q1-2025
2025-12-26,North America,Strategy Consulting,Government,62316,27319,34996,Q4-2025
2024-01-30,North America,Risk Advisory,Finance,68940,51427,17512,Q1-2024
2024-09-30,North America,Risk Advisory,Retail,8881,6271,2609,Q3-2024
2024-02-27,LATAM,Tech Implementation,Retail,21392,11928,9463,Q1-2024
2024-09-05,North America,Audit Services,Energy,30461,23117,7343,Q3-2024
2024-07-22,APAC,Risk Advisory,Healthcare,53113,33072,20040,Q3-2024
2024-12-03,LATAM,Strategy Consulting,Finance,118519,36721,81797,Q4-2024
2025-04-10,Europe,Audit Services,Government,44888,38478,6409,Q2-2025
2025-03-30,LATAM,Audit Services,Finance,57689,50556,7133,Q1-2025
2024-03-16,North America,Audit Services,Energy,24125,19048,5077,Q1-2024
2025-05-13,North America,Tech Implementation,Energy,41002,25203,15798,Q2-2025
2025-12-23,APAC,Audit Services,Retail,35922,29019,6902,Q4-2025
2024-03-20,APAC,Tech Implementation,Finance,27923,19065,8857,Q1-2024
2024-10-16,Europe,Tech Implementation,Healthcare,16050,10172,5877,Q4-2024
2025-02-16,LATAM,Tech Implementation,Finance,8289,6212,2076,Q1-2025
2025-02-21,North America,Tech Implementation,Retail,34589,21377,13211,Q1-2025
